school_id,school_name,county_name,street,city,zip,locale_label,grade_band,school_type,school_type_detail,teachers_fte,enrollment,title_i_status,title_i_school,free_or_reduced_price_lunch,farm_pct,lunch_program,pvt_pct_nonwhite,school_status
240006000108,Old Mill Middle South,Anne Arundel County,620 Patriot Ln,Millersville,21108,Suburb large,MS,public,public,66,908,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,291,0.32048458149779735,Yes participating without using any Provision or the CEP,NA,Open
240006000109,Old Mill High,Anne Arundel County,600 Patriot Ln,Millersville,21108,Suburb large,HS,public,public,133,2204,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,742,0.3366606170598911,Yes participating without using any Provision or the CEP,NA,Open
240006000110,Overlook Elementary,Anne Arundel County,401 Hampton Rd,Linthicum,21090,Suburb large,ES,public,public,26,384,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,Title I,196,0.5104166666666666,Yes participating without using any Provision or the CEP,NA,Open
240006000111,Park Elementary,Anne Arundel County,201 East 11th Ave,Baltimore,21225,Suburb large,ES,public,public,35,496,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,417,0.8407258064516129,Yes participating without using any Provision or the CEP,NA,Open
240006000112,Walter S. Mills - Parole Elementary,Anne Arundel County,1 George and Marion Phelps Lan,Annapolis,21401,Suburb large,ES,public,public,50,594,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,551,0.9276094276094277,Yes participating without using any Provision or the CEP,NA,Open
240006000113,Pasadena Elementary,Anne Arundel County,401 East Pasadena Rd,Pasadena,21122,Suburb large,ES,public,public,29,370,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,58,0.15675675675675677,Yes participating without using any Provision or the CEP,NA,Open
240006000114,Pershing Hill Elementary,Anne Arundel County,7600 29th Division Road,Ft Meade,20755,Suburb large,ES,public,public,38,589,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,145,0.2461799660441426,Yes participating without using any Provision or the CEP,NA,Open
240006000116,Point Pleasant Elementary,Anne Arundel County,1035 Dumbarton Rd,Glen Burnie,21060,Suburb large,ES,public,public,38,527,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,Title I,266,0.5047438330170778,Yes participating without using any Provision or the CEP,NA,Open
240006000117,Quarterfield Elementary,Anne Arundel County,7967 Quarterfield Rd,Severn,21144,Suburb large,ES,public,public,28,471,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,175,0.37154989384288745,Yes participating without using any Provision or the CEP,NA,Open
240006000118,Richard Henry Lee Elementary,Anne Arundel County,7600 Quarterfield Road,Glen Burnie,21061,Suburb large,ES,public,public,32,470,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,Title I,228,0.4851063829787234,Yes participating without using any Provision or the CEP,NA,Open
240006000119,Ridgeway Elementary,Anne Arundel County,1440 Evergreen Rd,Severn,21144,Suburb large,ES,public,public,38,636,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,144,0.22641509433962265,Yes participating without using any Provision or the CEP,NA,Open
240006000120,Rippling Woods Elementary,Anne Arundel County,530 Nolfield Dr,Glen Burnie,21061,Suburb large,ES,public,public,40,609,School is eligible for Title I Schoolwide program (SWP) and provides Targeted Assistance program (TAS),Title I,360,0.5911330049261084,Yes participating without using any Provision or the CEP,NA,Open
240006000121,Riviera Beach Elementary,Anne Arundel County,8515 Jenkins Rd,Pasadena,21122,Suburb large,ES,public,public,22,304,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,111,0.3651315789473684,Yes participating without using any Provision or the CEP,NA,Open
240006000122,Rolling Knolls Elementary,Anne Arundel County,1985 Valley Rd,Annapolis,21401,Suburb large,ES,public,public,32,425,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,124,0.2917647058823529,Yes participating without using any Provision or the CEP,NA,Open
240006000123,Severn Elementary,Anne Arundel County,838 Reece Rd,Severn,21144,Suburb large,ES,public,public,32,504,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,153,0.30357142857142855,Yes participating without using any Provision or the CEP,NA,Open
240006000124,Severn River Middle,Anne Arundel County,241 Peninsula Farm Rd,Arnold,21012,Suburb large,MS,public,public,47,749,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,108,0.14419225634178906,Yes participating without using any Provision or the CEP,NA,Open
240006000125,Severna Park Elementary,Anne Arundel County,6 Riggs Ave,Severna Park,21146,Suburb large,ES,public,public,25,429,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,21,0.04895104895104895,Yes participating without using any Provision or the CEP,NA,Open
240006000126,Severna Park Middle,Anne Arundel County,450 Jumpers Hole Rd,Severna Park,21146,Suburb large,MS,public,public,88,1469,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,75,0.05105513955071477,Yes participating without using any Provision or the CEP,NA,Open
240006000127,Severna Park High,Anne Arundel County,60 Robinson Rd,Severna Park,21146,Suburb large,HS,public,public,98,1865,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,66,0.0353887399463807,Yes participating without using any Provision or the CEP,NA,Open
240006000128,Shady Side Elementary,Anne Arundel County,4859 Atwell Rd,Shady Side,20764,Town fringe,ES,public,public,30,449,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,62,0.13808463251670378,Yes participating without using any Provision or the CEP,NA,Open
240006000129,Solley Elementary,Anne Arundel County,7608 Solley Rd,Glen Burnie,21060,Suburb large,ES,public,public,47,800,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,240,0.3,Yes participating without using any Provision or the CEP,NA,Open
240006000130,South Shore Elementary,Anne Arundel County,1376 Fairfield Loop Rd,Crownsville,21032,Suburb large,ES,public,public,23,335,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,92,0.2746268656716418,Yes participating without using any Provision or the CEP,NA,Open
240006000131,Southern Middle,Anne Arundel County,5235 Solomons Island Rd,Lothian,20711,Rural fringe,MS,public,public,51,757,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,238,0.3143989431968296,Yes participating without using any Provision or the CEP,NA,Open
240006000132,Southern High,Anne Arundel County,4400 Solomons Island Rd,Harwood,20776,Rural fringe,HS,public,public,61,997,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,218,0.21865596790371114,Yes participating without using any Provision or the CEP,NA,Open
240006000133,Southgate Elementary,Anne Arundel County,290 Shetlands Ln,Glen Burnie,21061,Suburb large,ES,public,public,44,806,School is eligible for Title I Schoolwide program (SWP) and provides Targeted Assistance program (TAS),Title I,400,0.49627791563275436,Yes participating without using any Provision or the CEP,NA,Open
240006000134,Sunset Elementary,Anne Arundel County,8572 Fort Smallwood Rd,Pasadena,21122,Suburb large,ES,public,public,30,507,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,122,0.2406311637080868,Yes participating without using any Provision or the CEP,NA,Open
240006000135,Traceys Elementary,Anne Arundel County,20 Deale Rd,Traceys Landing,20779,Rural fringe,ES,public,public,26,435,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Title I,181,0.4160919540229885,Yes participating without using any Provision or the CEP,NA,Open
240006000136,Tyler Heights Elementary,Anne Arundel County,200 Janwall St,Annapolis,21403,Suburb large,ES,public,public,41,453,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,405,0.8940397350993378,Yes participating without using any Provision or the CEP,NA,Open
240006000137,Van Bokkelen Elementary,Anne Arundel County,1140 Reece Rd,Severn,21144,Suburb large,ES,public,public,37,494,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,407,0.8238866396761133,Yes participating without using any Provision or the CEP,NA,Open
240006000138,Waugh Chapel Elementary,Anne Arundel County,840 Sunflower Dr,Odenton,21113,Suburb large,ES,public,public,38,618,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,124,0.20064724919093851,Yes participating without using any Provision or the CEP,NA,Open
240006000139,West Annapolis Elementary,Anne Arundel County,505 Melvin Avenue,Annapolis,21401,Suburb large,ES,public,public,18,236,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,32,0.13559322033898305,Yes participating without using any Provision or the CEP,NA,Open
240006000140,West Meade Early Education Center,Anne Arundel County,7722 Ray Street,Ft Meade,20755,Suburb large,ES,public,public,19,271,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,46,0.16974169741697417,Yes participating without using any Provision or the CEP,NA,Open
240006000142,Woodside Elementary,Anne Arundel County,160 Funke Rd,Glen Burnie,21061,Suburb large,ES,public,public,54,351,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,251,0.7150997150997151,Yes participating without using any Provision or the CEP,NA,Open
240006000823,Meade Middle,Anne Arundel County,1103 26th St,Fort Meade,20755,Suburb large,MS,public,public,55,716,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,449,0.6270949720670391,Yes participating without using any Provision or the CEP,NA,Open
240006000899,Anne Arundel Evening High,Anne Arundel County,60 Robinson Road,Severna Park,21146,Suburb large,HS,public,public,NA,278,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,3,0.01079136690647482,Yes participating without using any Provision or the CEP,NA,Open
240006000905,Center of Applied Technology-North,Anne Arundel County,800 Stevenson Rd,Severn,21144,Suburb large,UG,public,public,27,0,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,NA,NA,Yes participating without using any Provision or the CEP,NA,Open
240006000906,Center of Applied Technology-South,Anne Arundel County,211 Central Ave  E,Edgewater,21037,Suburb large,UG,public,public,21,0,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,NA,NA,Yes participating without using any Provision or the CEP,NA,Open
240006001401,Chesapeake Science Point,Anne Arundel County,7321 Parkway Drive South,Hanover,21076,Suburb large,MS/HS,public,charter,29,463,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,76,0.16414686825053995,Yes participating without using any Provision or the CEP,NA,Open
240006001402,Broadneck High,Anne Arundel County,1265 Green Holly Dr,Annapolis,21409,Suburb large,HS,public,public,116,2153,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,223,0.10357640501625638,Yes participating without using any Provision or the CEP,NA,Open
240006001403,Crofton Middle,Anne Arundel County,2301 Davidsonville Rd,Gambrills,21054,Suburb large,MS,public,public,74,1279,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,154,0.12040656763096169,Yes participating without using any Provision or the CEP,NA,Open
240006001421,Shipleys Choice Elementary,Anne Arundel County,310 Governor Stone Pky,Millersville,21108,Suburb large,ES,public,public,21,384,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,3,0.0078125,Yes participating without using any Provision or the CEP,NA,Open
240006001425,Ruth Parker Eason School,Anne Arundel County,648 Old Mill Rd,Millersville,21108,Suburb large,All Grades,public,public,23,133,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,66,0.49624060150375937,Yes participating without using any Provision or the CEP,NA,Open
240006001515,Freetown Elementary,Anne Arundel County,7904 Freetown Rd,Glen Burnie,21060,Suburb large,ES,public,public,33,497,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,297,0.5975855130784709,Yes participating without using any Provision or the CEP,NA,Open
240006001516,Windsor Farm Elementary,Anne Arundel County,591 Broadneck Rd,Annapolis,21409,Suburb large,ES,public,public,32,564,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,100,0.1773049645390071,Yes participating without using any Provision or the CEP,NA,Open
